task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,episodic_reward.mean,episodic_reward.count,reward.mean
Procgen:BigFish,{},128,0.0001,32,2,0.99,0.1,2048,0.1764705926179886,17,0.00048828125
Procgen:BigFish,{},128,0.0001,32,2,0.99,0.1,512,0.2631579041481018,19,0.00146484375
Procgen:BigFish,{},128,0.0001,8,2,0.99,0.1,2048,0.09090909361839294,22,0.0009765625
Procgen:BigFish,{},128,0.0001,8,2,0.99,0.1,512,0.2307692319154739,13,0.00341796875
Xor,{},128,0.0001,128,2,0.99,0.3,2048,1,2048,1
Xor,{},128,0.0001,128,2,0.99,0.3,512,1,2048,1
Xor,{},128,0.0001,32,2,0.99,0.3,2048,0.50341796875,2048,0.50341796875
Xor,{},128,0.0001,32,2,0.99,0.3,512,1,2048,1
Xor,{},128,0.0001,8,2,0.99,0.3,2048,0.5224609375,2048,0.5224609375
Xor,{},128,0.0001,8,2,0.99,0.3,512,0.48779296875,2048,0.48779296875
Procgen:StarPilot,{},128,0.0001,128,2,0.99,0.3,2048,0.8620689511299133,29,0.017578125
Procgen:StarPilot,{},128,0.0001,128,2,0.99,0.3,512,1.2857142686843872,21,0.01416015625
Procgen:StarPilot,{},128,0.0001,32,2,0.99,0.3,2048,1.0833333730697632,24,0.0234375
Procgen:StarPilot,{},128,0.0001,32,2,0.99,0.3,512,0.5769230723381042,26,0.0087890625
Procgen:StarPilot,{},128,0.0001,8,2,0.99,0.3,512,0.7272727489471436,33,0.01904296875
Procgen:StarPilot,{},128,0.0001,8,2,0.99,0.3,2048,0.699999988079071,20,0.00634765625
RockPaperScissors,{},128,0.0001,128,2,0.99,0.3,2048,1.0263671875,2048,1.0263671875
RockPaperScissors,{},128,0.0001,128,2,0.99,0.3,512,0.974609375,2048,0.974609375
RockPaperScissors,{},128,0.0001,32,2,0.99,0.3,2048,0.9375,2048,0.9375
RockPaperScissors,{},128,0.0001,32,2,0.99,0.3,512,0.9453125,2048,0.9453125
RockPaperScissors,{},128,0.0001,8,2,0.99,0.3,2048,0.921875,2048,0.921875
RockPaperScissors,{},128,0.0001,8,2,0.99,0.3,512,0.9384765625,2048,0.9384765625
Procgen:Plunder,{},128,0.0001,128,2,0.99,0.3,2048,2.4000000953674316,5,0.0107421875
Procgen:Plunder,{},128,0.0001,128,2,0.99,0.3,512,1.5,4,0.0087890625
Procgen:Plunder,{},128,0.0001,32,2,0.99,0.3,2048,2.799999952316284,5,0.009765625
Procgen:Plunder,{},128,0.0001,32,2,0.99,0.3,512,3.3333332538604736,6,0.0107421875
Procgen:Plunder,{},128,0.0001,8,2,0.99,0.3,2048,2.7142856121063232,7,0.0068359375
Procgen:Plunder,{},128,0.0001,8,2,0.99,0.3,512,3.200000047683716,5,0.00830078125
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,128,2,0.99,0.3,2048,0.8570812940597534,389,0.16279523074626925
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,128,2,0.99,0.3,512,0.9645825028419496,365,0.17191046476364136
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,32,2,0.99,0.3,2048,0.6942347288131714,475,0.16101635992527008
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,32,2,0.99,0.3,512,0.8333732485771179,388,0.15788516402244568
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,8,2,0.99,0.3,2048,0.3038458824157715,930,0.13797688484191897
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0001,8,2,0.99,0.3,512,0.2848142683506012,937,0.13030807673931122
NotHotdog,{},128,0.0001,128,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.0001,128,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.0001,32,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.0001,32,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.0001,8,2,0.99,0.3,2048,0.9755859375,2048,0.9755859375
NotHotdog,{},128,0.0001,8,2,0.99,0.3,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.3,2048,0.04064171016216278,187,0.0038085938431322575
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.3,512,0.042465753853321075,146,0.00327148474752903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.3,2048,0.005844155792146921,154,0.0004882813082076609
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.3,512,0.031463414430618286,205,0.0030517578125
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.3,2048,0.004212454427033663,273,0.0005615234840661287
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.3,512,0.005769230891019106,234,0.0007080078357830644
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.3,2048,0.17586207389831543,29,0.0022460937034338713
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,128,2,0.99,0.3,512,0.3608695864677429,23,0.0033691406715661287
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.3,2048,0.07023809850215912,84,0.003222656436264515
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,32,2,0.99,0.3,512,0.1164383590221405,73,0.004150390625
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.3,2048,0.0234375,64,0.0006347656599245965
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0001,8,2,0.99,0.3,512,0.04285714402794838,42,0.0008789063431322575
MultiArmedBandit,{},128,0.0001,128,2,0.99,0.3,2048,0.997802734375,128,0.0312347412109375
MultiArmedBandit,{},128,0.0001,128,2,0.99,0.3,512,0.999755859375,128,0.03125
MultiArmedBandit,{},128,0.0001,32,2,0.99,0.3,2048,0.823974609375,128,0.026763916015625
MultiArmedBandit,{},128,0.0001,32,2,0.99,0.3,512,0.900146484375,128,0.02667236328125
MultiArmedBandit,{},128,0.0001,8,2,0.99,0.3,2048,0.576416015625,128,0.018218994140625
MultiArmedBandit,{},128,0.0001,8,2,0.99,0.3,512,0.626708984375,128,0.0200653076171875
MoveToOrigin,{},128,0.0001,128,2,0.99,0.3,2048,0.9128953814506532,128,0.010873020626604555
MoveToOrigin,{},128,0.0001,128,2,0.99,0.3,512,0.9269428849220276,128,0.01018865592777729
MoveToOrigin,{},128,0.0001,32,2,0.99,0.3,2048,0.7720106840133667,128,0.00557374395430088
MoveToOrigin,{},128,0.0001,32,2,0.99,0.3,512,0.8637228608131409,128,0.010093428194522858
MoveToOrigin,{},128,0.0001,8,2,0.99,0.3,2048,0.3203968405723572,128,0.0036521521396934986
MoveToOrigin,{},128,0.0001,8,2,0.99,0.3,512,0.6126400828361511,128,0.00028016127180308104
Minefield,"{""max_mines"": 10}",128,0.0001,128,2,0.99,0.3,2048,0.07692307978868484,13,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.0001,128,2,0.99,0.3,512,0.6785714030265808,28,0.00927734375
Minefield,"{""max_mines"": 10}",128,0.0001,32,2,0.99,0.3,2048,0,9,0
Minefield,"{""max_mines"": 10}",128,0.0001,32,2,0.99,0.3,512,0.0833333358168602,12,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.0001,8,2,0.99,0.3,2048,0,10,0
Minefield,"{""max_mines"": 10}",128,0.0001,8,2,0.99,0.3,512,0,8,0
Procgen:Leaper,{},128,0.0001,128,2,0.99,0.3,2048,2.5,28,0.0341796875
Procgen:Leaper,{},128,0.0001,128,2,0.99,0.3,512,1.923076868057251,26,0.0244140625
Procgen:Leaper,{},128,0.0001,32,2,0.99,0.3,2048,1.875,16,0.0146484375
Procgen:Leaper,{},128,0.0001,32,2,0.99,0.3,512,0.625,16,0.0048828125
Procgen:Leaper,{},128,0.0001,8,2,0.99,0.3,2048,1.3333333730697632,15,0.009765625
Procgen:Leaper,{},128,0.0001,8,2,0.99,0.3,512,1,20,0.009765625
FloorIsLava,{},128,0.0001,128,2,0.99,0.3,2048,0.1953125,2048,0.1953125
FloorIsLava,{},128,0.0001,128,2,0.99,0.3,512,0.9990234375,2048,0.9990234375
FloorIsLava,{},128,0.0001,32,2,0.99,0.3,2048,0.12255859375,2048,0.12255859375
FloorIsLava,{},128,0.0001,32,2,0.99,0.3,512,0.53076171875,2048,0.53076171875
FloorIsLava,{},128,0.0001,8,2,0.99,0.3,2048,0.115234375,2048,0.115234375
FloorIsLava,{},128,0.0001,8,2,0.99,0.3,512,0.12841796875,2048,0.12841796875
Count,"{""masked_choices"": 2}",128,0.0001,128,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,128,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,32,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,32,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0001,8,2,0.99,0.3,2048,0.79736328125,2048,0.79736328125
Count,"{""masked_choices"": 2}",128,0.0001,8,2,0.99,0.3,512,0.99951171875,2048,0.99951171875
CherryPick,"{""num_cherries"": 32}",128,0.0001,128,2,0.99,0.3,2048,0.8679649233818054,128,0.05424781516194344
CherryPick,"{""num_cherries"": 32}",128,0.0001,128,2,0.99,0.3,512,0.9334992170333862,128,0.05834370106458664
CherryPick,"{""num_cherries"": 32}",128,0.0001,32,2,0.99,0.3,2048,-0.3617043197154999,128,-0.022606512531638145
Procgen:BigFish,{},128,0.0001,128,2,0.99,0.3,2048,0.23999999463558197,25,0.0009765625
CherryPick,"{""num_cherries"": 32}",128,0.0001,32,2,0.99,0.3,512,0.7366993427276611,128,0.04604369401931763
CherryPick,"{""num_cherries"": 32}",128,0.0001,8,2,0.99,0.3,2048,-0.7251416444778442,128,-0.045321352779865265
CherryPick,"{""num_cherries"": 32}",128,0.0001,8,2,0.99,0.3,512,-0.6484487652778625,128,-0.040528055280447006
Procgen:BossFight,{},128,0.0001,128,2,0.99,0.3,2048,0.025641025975346565,39,0.00048828125
Procgen:BossFight,{},128,0.0001,128,2,0.99,0.3,512,0.027027027681469917,37,0
Procgen:BossFight,{},128,0.0001,32,2,0.99,0.3,2048,0.022727273404598236,44,0.0009765625
Procgen:BossFight,{},128,0.0001,32,2,0.99,0.3,512,0.02380952425301075,42,0.00048828125
Procgen:BossFight,{},128,0.0001,8,2,0.99,0.3,2048,0,45,0.00048828125
Procgen:BossFight,{},128,0.0001,8,2,0.99,0.3,512,0.24444444477558136,45,0.00634765625
Procgen:BigFish,{},128,0.0001,128,2,0.99,0.3,512,0,8,0.00146484375
Procgen:BigFish,{},128,0.0001,32,2,0.99,0.3,2048,0.0555555559694767,18,0.0009765625
Procgen:BigFish,{},128,0.0001,32,2,0.99,0.3,512,0.15789473056793213,19,0.001953125
Procgen:BigFish,{},128,0.0001,8,2,0.99,0.3,2048,0.21739129722118375,23,0.0029296875
Procgen:BigFish,{},128,0.0001,8,2,0.99,0.3,512,0.3333333432674408,12,0.0009765625
Xor,{},128,0.0003,128,2,0.99,0.03,2048,1,2048,1
Xor,{},128,0.0003,128,2,0.99,0.03,512,0.62744140625,2048,0.62744140625
Xor,{},128,0.0003,32,2,0.99,0.03,2048,1,2048,1
Xor,{},128,0.0003,32,2,0.99,0.03,512,1,2048,1
Xor,{},128,0.0003,8,2,0.99,0.03,2048,0.47216796875,2048,0.47216796875
Xor,{},128,0.0003,8,2,0.99,0.03,512,0.99951171875,2048,0.99951171875
Procgen:StarPilot,{},128,0.0003,128,2,0.99,0.03,2048,5.1052632331848145,19,0.04150390625
Procgen:StarPilot,{},128,0.0003,128,2,0.99,0.03,512,6.857142925262451,14,0.04248046875
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.03,2048,1.0800000429153442,25,0.01416015625
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.03,512,3.3529412746429443,17,0.02783203125
Procgen:StarPilot,{},128,0.0003,8,2,0.99,0.03,2048,2,18,0.01220703125
Procgen:StarPilot,{},128,0.0003,8,2,0.99,0.03,512,2.0526316165924072,19,0.017578125
RockPaperScissors,{},128,0.0003,128,2,0.99,0.03,2048,1.1435546875,2048,1.1435546875
RockPaperScissors,{},128,0.0003,128,2,0.99,0.03,512,1.1328125,2048,1.1328125
RockPaperScissors,{},128,0.0003,32,2,0.99,0.03,2048,1.0078125,2048,1.0078125
RockPaperScissors,{},128,0.0003,32,2,0.99,0.03,512,1.107421875,2048,1.107421875
RockPaperScissors,{},128,0.0003,8,2,0.99,0.03,2048,1.04296875,2048,1.04296875
RockPaperScissors,{},128,0.0003,8,2,0.99,0.03,512,0.994140625,2048,0.994140625
Procgen:Plunder,{},128,0.0003,128,2,0.99,0.03,2048,4.199999809265137,10,0.0126953125
Procgen:Plunder,{},128,0.0003,128,2,0.99,0.03,512,2.1111111640930176,9,0.01611328125
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.03,512,3.769230842590332,13,0.01171875
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.03,2048,3,9,0.00927734375
Procgen:Plunder,{},128,0.0003,8,2,0.99,0.03,2048,2.6666667461395264,3,0.01318359375
Procgen:Plunder,{},128,0.0003,8,2,0.99,0.03,512,2.3636362552642822,11,0.01416015625
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,128,2,0.99,0.03,2048,0.7818478941917419,426,0.16263049840927124
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,128,2,0.99,0.03,512,0.8559858798980713,376,0.1571536660194397
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.03,2048,0.6180018186569214,492,0.14846527576446533
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.03,512,0.6448111534118652,494,0.1555355340242386
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,8,2,0.99,0.03,2048,0.6336289644241333,492,0.1522194743156433
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,8,2,0.99,0.03,512,0.6309502720832825,494,0.15219208598136902
NotHotdog,{},128,0.0003,128,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.0003,128,2,0.99,0.03,512,1,2048,1
NotHotdog,{},128,0.0003,32,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.0003,32,2,0.99,0.03,512,1,2048,1
NotHotdog,{},128,0.0003,8,2,0.99,0.03,2048,1,2048,1
NotHotdog,{},128,0.0003,8,2,0.99,0.03,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.03,2048,0.16883118450641632,77,0.00820312462747097
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.03,512,0.31666669249534607,54,0.00966797024011612
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.03,2048,0.13567708432674408,192,0.01213379018008709
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.03,512,0.15120001137256622,125,0.010375975631177424
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.03,2048,0.0117647061124444,136,0.0007080078357830644
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.03,512,0.05297029763460159,202,0.005126953125
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.03,2048,0.7950000762939453,20,0.01064453087747097
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.03,512,0.9172414541244508,29,0.0126953125
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.03,2048,0.7904762625694275,21,0.01025390625
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.03,512,0.7000000476837158,28,0.010595702566206455
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.03,2048,0.0693877562880516,49,0.0015136718284338713
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.03,512,0.2916666865348816,24,0.0033691406715661287
MultiArmedBandit,{},128,0.0003,128,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.0003,128,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.0003,32,2,0.99,0.03,2048,1,128,0.03125
MultiArmedBandit,{},128,0.0003,32,2,0.99,0.03,512,1,128,0.03125
MultiArmedBandit,{},128,0.0003,8,2,0.99,0.03,2048,0.999267578125,128,0.031219482421875
MultiArmedBandit,{},128,0.0003,8,2,0.99,0.03,512,1,128,0.03125
MoveToOrigin,{},128,0.0003,128,2,0.99,0.03,2048,0.9898574948310852,128,0.0019421783508732915
MoveToOrigin,{},128,0.0003,128,2,0.99,0.03,512,0.987669050693512,128,0.005690589547157288
MoveToOrigin,{},128,0.0003,32,2,0.99,0.03,2048,0.9774999618530272,128,0.005513765849173069
MoveToOrigin,{},128,0.0003,32,2,0.99,0.03,512,0.9810419082641602,128,0.010518036782741548
MoveToOrigin,{},128,0.0003,8,2,0.99,0.03,2048,0.8709375262260437,128,0.0023617211263626814
MoveToOrigin,{},128,0.0003,8,2,0.99,0.03,512,0.8843918442726135,128,0.004683037754148245
Minefield,"{""max_mines"": 10}",128,0.0003,128,2,0.99,0.03,2048,0.7884615659713745,52,0.02001953125
Minefield,"{""max_mines"": 10}",128,0.0003,128,2,0.99,0.03,512,0.8571428656578064,49,0.0205078125
Minefield,"{""max_mines"": 10}",128,0.0003,32,2,0.99,0.03,2048,0.0625,16,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.0003,32,2,0.99,0.03,512,0.1111111119389534,9,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.0003,8,2,0.99,0.03,2048,0,13,0
Minefield,"{""max_mines"": 10}",128,0.0003,8,2,0.99,0.03,512,0,14,0
Procgen:Leaper,{},128,0.0003,128,2,0.99,0.03,2048,1.3888888359069824,36,0.0244140625
Procgen:Leaper,{},128,0.0003,128,2,0.99,0.03,512,1.6129032373428345,31,0.0244140625
Procgen:Leaper,{},128,0.0003,32,2,0.99,0.03,2048,1.5151515007019043,33,0.0244140625
Procgen:Leaper,{},128,0.0003,32,2,0.99,0.03,512,2.3684210777282715,38,0.0439453125
Procgen:Leaper,{},128,0.0003,8,2,0.99,0.03,2048,1.4754098653793335,61,0.0439453125
Procgen:Leaper,{},128,0.0003,8,2,0.99,0.03,512,2.7586207389831543,29,0.0390625
FloorIsLava,{},128,0.0003,128,2,0.99,0.03,2048,1,2048,1
FloorIsLava,{},128,0.0003,128,2,0.99,0.03,512,1,2048,1
FloorIsLava,{},128,0.0003,32,2,0.99,0.03,2048,0.71728515625,2048,0.71728515625
FloorIsLava,{},128,0.0003,32,2,0.99,0.03,512,1,2048,1
FloorIsLava,{},128,0.0003,8,2,0.99,0.03,2048,0.123046875,2048,0.123046875
FloorIsLava,{},128,0.0003,8,2,0.99,0.03,512,0.12548828125,2048,0.12548828125
Count,"{""masked_choices"": 2}",128,0.0003,128,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,128,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,32,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,32,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,8,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.0003,8,2,0.99,0.03,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.0003,128,2,0.99,0.03,2048,0.9967682957649232,128,0.06229802593588829
CherryPick,"{""num_cherries"": 32}",128,0.0003,128,2,0.99,0.03,512,0.9907216429710388,128,0.061920080333948135
CherryPick,"{""num_cherries"": 32}",128,0.0003,32,2,0.99,0.03,2048,0.9934202432632446,128,0.06208876520395279
CherryPick,"{""num_cherries"": 32}",128,0.0003,32,2,0.99,0.03,512,0.9953593611717224,128,0.06220991909503937
CherryPick,"{""num_cherries"": 32}",128,0.0003,8,2,0.99,0.03,2048,0.9410090446472168,128,0.05881306156516075
CherryPick,"{""num_cherries"": 32}",128,0.0003,8,2,0.99,0.03,512,0.9872596859931946,128,0.06170375645160675
Procgen:BossFight,{},128,0.0003,128,2,0.99,0.03,2048,0.4000000059604645,30,0.00537109375
Procgen:BossFight,{},128,0.0003,128,2,0.99,0.03,512,0.4615384638309479,26,0.00634765625
Procgen:BossFight,{},128,0.0003,32,2,0.99,0.03,2048,0.0416666679084301,24,0.00048828125
Procgen:BossFight,{},128,0.0003,32,2,0.99,0.03,512,0.5185185074806213,27,0.005859375
Procgen:BossFight,{},128,0.0003,8,2,0.99,0.03,2048,0.04545454680919647,22,0.00048828125
Procgen:BossFight,{},128,0.0003,8,2,0.99,0.03,512,0.5769230723381042,26,0.00634765625
Procgen:BigFish,{},128,0.0003,128,2,0.99,0.03,2048,0,22,0.00146484375
Procgen:BigFish,{},128,0.0003,128,2,0.99,0.03,512,0.17391304671764374,23,0.00244140625
Procgen:BigFish,{},128,0.0003,32,2,0.99,0.03,2048,0,12,0.001953125
Procgen:BigFish,{},128,0.0003,32,2,0.99,0.03,512,0.14814814925193787,27,0.0009765625
Procgen:BigFish,{},128,0.0003,8,2,0.99,0.03,2048,0.2142857164144516,14,0.0048828125
Procgen:BigFish,{},128,0.0003,8,2,0.99,0.03,512,0.1599999964237213,25,0.0009765625
Xor,{},128,0.0003,128,2,0.99,0.1,2048,1,2048,1
Xor,{},128,0.0003,128,2,0.99,0.1,512,1,2048,1
Xor,{},128,0.0003,32,2,0.99,0.1,2048,1,2048,1
Xor,{},128,0.0003,32,2,0.99,0.1,512,1,2048,1
Xor,{},128,0.0003,8,2,0.99,0.1,2048,0.51953125,2048,0.51953125
Xor,{},128,0.0003,8,2,0.99,0.1,512,1,2048,1
Procgen:StarPilot,{},128,0.0003,128,2,0.99,0.1,2048,2.200000047683716,15,0.03173828125
Procgen:StarPilot,{},128,0.0003,128,2,0.99,0.1,512,1.5714285373687744,14,0.02685546875
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.1,2048,1.3928571939468384,28,0.01953125
Procgen:StarPilot,{},128,0.0003,32,2,0.99,0.1,512,1.899999976158142,20,0.0263671875
Procgen:StarPilot,{},128,0.0003,8,2,0.99,0.1,2048,1.1034482717514038,29,0.01416015625
Procgen:StarPilot,{},128,0.0003,8,2,0.99,0.1,512,1.8181818723678589,22,0.01806640625
RockPaperScissors,{},128,0.0003,128,2,0.99,0.1,2048,1.1484375,2048,1.1484375
RockPaperScissors,{},128,0.0003,128,2,0.99,0.1,512,1.1357421875,2048,1.1357421875
RockPaperScissors,{},128,0.0003,32,2,0.99,0.1,2048,0.9833984375,2048,0.9833984375
RockPaperScissors,{},128,0.0003,32,2,0.99,0.1,512,1.1142578125,2048,1.1142578125
RockPaperScissors,{},128,0.0003,8,2,0.99,0.1,2048,1.0400390625,2048,1.0400390625
RockPaperScissors,{},128,0.0003,8,2,0.99,0.1,512,1.1318359375,2048,1.1318359375
Procgen:Plunder,{},128,0.0003,128,2,0.99,0.1,2048,3.5999999046325684,5,0.0107421875
Procgen:Plunder,{},128,0.0003,128,2,0.99,0.1,512,2.555555582046509,9,0.01318359375
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.1,2048,3.909090995788574,11,0.01025390625
Procgen:Plunder,{},128,0.0003,32,2,0.99,0.1,512,5,7,0.0107421875
Procgen:Plunder,{},128,0.0003,8,2,0.99,0.1,2048,4,3,0.01171875
Procgen:Plunder,{},128,0.0003,8,2,0.99,0.1,512,2.200000047683716,15,0.015625
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,128,2,0.99,0.1,2048,0.7795741558074951,427,0.16253815591335297
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,128,2,0.99,0.1,512,0.9126605987548828,367,0.1635480523109436
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.1,2048,0.7319139838218689,423,0.15117168426513672
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,8,2,0.99,0.1,2048,0.6202468276023865,506,0.15324458479881287
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,32,2,0.99,0.1,512,0.7556132674217224,424,0.1564355492591858
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.0003,8,2,0.99,0.1,512,0.6386862397193909,502,0.1565529704093933
NotHotdog,{},128,0.0003,128,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.0003,128,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.0003,32,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.0003,32,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.0003,8,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.0003,8,2,0.99,0.1,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.1,2048,0.055737707763910294,61,0.001977538922801614
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.1,512,0.35333338379859924,30,0.00681152381002903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.1,2048,0.08377192914485931,228,0.008984374813735485
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.1,512,0.12252252548933028,111,0.005810547154396772
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.1,2048,0.01006944477558136,144,0.0007080077775754035
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.1,512,0.06788618117570877,246,0.008154296316206455
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.1,2048,0.9482759833335876,29,0.010449218563735483
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,128,2,0.99,0.1,512,0.9962964057922364,27,0.01313476450741291
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.1,2048,0.7155556082725525,45,0.01069336012005806
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,32,2,0.99,0.1,512,0.8285714983940125,21,0.010351561941206455
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.0003,8,2,0.99,0.1,2048,0.08571428805589676,35,0.001708984375
