task,kwargs,num_envs,lr,dmodel,nlayer,gamma,ent_coef,bs,episodic_reward.mean,episodic_reward.count,reward.mean
Procgen:Leaper,{},128,0.003,8,2,0.99,0.03,512,2.1052632331848145,38,0.0390625
FloorIsLava,{},128,0.003,128,2,0.99,0.03,2048,0.8740234375,2048,0.8740234375
FloorIsLava,{},128,0.003,128,2,0.99,0.03,512,0.248046875,2048,0.248046875
FloorIsLava,{},128,0.003,32,2,0.99,0.03,2048,1,2048,1
FloorIsLava,{},128,0.003,32,2,0.99,0.03,512,1,2048,1
FloorIsLava,{},128,0.003,8,2,0.99,0.03,2048,0.951171875,2048,0.951171875
FloorIsLava,{},128,0.003,8,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,128,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,128,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,32,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,32,2,0.99,0.03,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,8,2,0.99,0.03,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,8,2,0.99,0.03,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.003,128,2,0.99,0.03,2048,0.9934024214744568,128,0.06208765134215355
CherryPick,"{""num_cherries"": 32}",128,0.003,128,2,0.99,0.03,512,0.996837854385376,128,0.062302365899086
CherryPick,"{""num_cherries"": 32}",128,0.003,32,2,0.99,0.03,2048,0.9970585703849792,128,0.06231619417667389
CherryPick,"{""num_cherries"": 32}",128,0.003,32,2,0.99,0.03,512,0.9948394298553468,128,0.062177497893571854
CherryPick,"{""num_cherries"": 32}",128,0.003,8,2,0.99,0.03,2048,0.995207130908966,128,0.0622003972530365
CherryPick,"{""num_cherries"": 32}",128,0.003,8,2,0.99,0.03,512,0.9974063634872437,128,0.062337860465049744
Procgen:BossFight,{},128,0.003,128,2,0.99,0.03,2048,0.0833333358168602,24,0.00048828125
Procgen:BossFight,{},128,0.003,128,2,0.99,0.03,512,0.4000000059604645,30,0.00537109375
Procgen:BossFight,{},128,0.003,32,2,0.99,0.03,2048,0.38235294818878174,34,0.005859375
Procgen:BossFight,{},128,0.003,32,2,0.99,0.03,512,0.05882352963089943,17,0.0009765625
Procgen:BossFight,{},128,0.003,8,2,0.99,0.03,2048,0.03703703731298447,27,0.00146484375
Procgen:BossFight,{},128,0.003,8,2,0.99,0.03,512,0.20000000298023224,20,0.0009765625
Procgen:BigFish,{},128,0.003,128,2,0.99,0.03,2048,0.1818181872367859,22,0.00048828125
Procgen:BigFish,{},128,0.003,128,2,0.99,0.03,512,0.1666666716337204,24,0.0009765625
Procgen:BigFish,{},128,0.003,32,2,0.99,0.03,2048,0.4285714328289032,21,0.00146484375
Procgen:BigFish,{},128,0.003,32,2,0.99,0.03,512,0.14814814925193787,27,0.00244140625
Procgen:BigFish,{},128,0.003,8,2,0.99,0.03,2048,0.05882352963089943,17,0.00146484375
Procgen:BigFish,{},128,0.003,8,2,0.99,0.03,512,0.05000000074505806,20,0.001953125
Xor,{},128,0.003,128,2,0.99,0.1,2048,0.876953125,2048,0.876953125
Xor,{},128,0.003,128,2,0.99,0.1,512,0.62451171875,2048,0.62451171875
Xor,{},128,0.003,32,2,0.99,0.1,2048,0.7490234375,2048,0.7490234375
Xor,{},128,0.003,32,2,0.99,0.1,512,1,2048,1
Xor,{},128,0.003,8,2,0.99,0.1,2048,0.875,2048,0.875
Xor,{},128,0.003,8,2,0.99,0.1,512,1,2048,1
Procgen:StarPilot,{},128,0.003,128,2,0.99,0.1,2048,3.3684210777282715,19,0.025390625
Procgen:StarPilot,{},128,0.003,128,2,0.99,0.1,512,1.399999976158142,20,0.0224609375
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.1,2048,2.882352828979492,17,0.03564453125
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.1,512,2.6111111640930176,18,0.0283203125
Procgen:StarPilot,{},128,0.003,8,2,0.99,0.1,2048,2.75,24,0.048828125
Procgen:StarPilot,{},128,0.003,8,2,0.99,0.1,512,3.904761791229248,21,0.0380859375
RockPaperScissors,{},128,0.003,128,2,0.99,0.1,2048,1.1171875,2048,1.1171875
RockPaperScissors,{},128,0.003,128,2,0.99,0.1,512,0.5927734375,2048,0.5927734375
RockPaperScissors,{},128,0.003,32,2,0.99,0.1,2048,1.130859375,2048,1.130859375
RockPaperScissors,{},128,0.003,32,2,0.99,0.1,512,1.146484375,2048,1.146484375
RockPaperScissors,{},128,0.003,8,2,0.99,0.1,2048,1.1123046875,2048,1.1123046875
RockPaperScissors,{},128,0.003,8,2,0.99,0.1,512,1.134765625,2048,1.134765625
Procgen:Plunder,{},128,0.003,128,2,0.99,0.1,2048,2.5,12,0.0166015625
Procgen:Plunder,{},128,0.003,128,2,0.99,0.1,512,2.5,6,0.01220703125
Procgen:Plunder,{},128,0.003,32,2,0.99,0.1,2048,4.166666507720947,6,0.015625
Procgen:Plunder,{},128,0.003,32,2,0.99,0.1,512,4.400000095367432,10,0.01318359375
Procgen:Plunder,{},128,0.003,8,2,0.99,0.1,512,5.199999809265137,10,0.01171875
Procgen:Plunder,{},128,0.003,8,2,0.99,0.1,2048,4,4,0.0087890625
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,128,2,0.99,0.1,2048,0.6327232718467712,486,0.1501481831073761
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,128,2,0.99,0.1,512,0.6585837006568909,486,0.15628500282764435
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.1,2048,0.7742935419082642,424,0.16030295193195343
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.1,512,0.9550048112869264,348,0.16227620840072632
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,8,2,0.99,0.1,512,0.7622224688529968,434,0.1615256667137146
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,8,2,0.99,0.1,2048,0.7576565146446228,424,0.15685857832431793
NotHotdog,{},128,0.003,128,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.003,128,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.003,32,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.003,32,2,0.99,0.1,512,1,2048,1
NotHotdog,{},128,0.003,8,2,0.99,0.1,2048,1,2048,1
NotHotdog,{},128,0.003,8,2,0.99,0.1,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.1,2048,0.27674421668052673,43,0.0075439452193677425
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.1,512,0.4771429002285004,35,0.00803222693502903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.1,2048,0.4129630029201507,27,0.007373046595603228
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.1,512,0.5013158321380615,38,0.00705566443502903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.1,2048,0.2817460596561432,63,0.00766601599752903
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.1,512,0.5724138617515564,29,0.00661621056497097
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.1,2048,1.0000001192092896,17,0.012939452193677424
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.1,512,0.8962963819503784,27,0.01337890513241291
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.1,2048,0.9866667985916138,30,0.013134765438735483
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.1,512,0.9869566559791564,23,0.01240234449505806
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.1,2048,0.8870968818664551,31,0.01088867150247097
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.1,512,0.9900001287460328,30,0.0126953125
MultiArmedBandit,{},128,0.003,128,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,128,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.003,32,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,32,2,0.99,0.1,512,1,128,0.03125
MultiArmedBandit,{},128,0.003,8,2,0.99,0.1,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,8,2,0.99,0.1,512,1,128,0.03125
MoveToOrigin,{},128,0.003,128,2,0.99,0.1,2048,0.9845117330551147,128,0.002282120054587722
MoveToOrigin,{},128,0.003,128,2,0.99,0.1,512,0.9755133390426636,128,0.003354111220687628
MoveToOrigin,{},128,0.003,32,2,0.99,0.1,2048,0.9774411916732788,128,0.0056252991780638695
MoveToOrigin,{},128,0.003,32,2,0.99,0.1,512,0.9599236249923706,128,0.0018644636729732156
MoveToOrigin,{},128,0.003,8,2,0.99,0.1,2048,0.8658888339996338,128,-0.001521452097222209
MoveToOrigin,{},128,0.003,8,2,0.99,0.1,512,0.9502499103546144,128,0.011293957009911535
Minefield,"{""max_mines"": 10}",128,0.003,128,2,0.99,0.1,2048,0.8965517282485962,29,0.0126953125
Minefield,"{""max_mines"": 10}",128,0.003,128,2,0.99,0.1,512,0.7941176295280457,34,0.01318359375
Minefield,"{""max_mines"": 10}",128,0.003,32,2,0.99,0.1,2048,0.7179487347602844,39,0.013671875
Minefield,"{""max_mines"": 10}",128,0.003,32,2,0.99,0.1,512,1,45,0.02197265625
Minefield,"{""max_mines"": 10}",128,0.003,8,2,0.99,0.1,2048,0,17,0
Procgen:Leaper,{},128,0.003,128,2,0.99,0.1,2048,0.9375,32,0.0146484375
Minefield,"{""max_mines"": 10}",128,0.003,8,2,0.99,0.1,512,0,11,0
Procgen:Leaper,{},128,0.003,128,2,0.99,0.1,512,2.1052632331848145,19,0.01953125
Procgen:Leaper,{},128,0.003,32,2,0.99,0.1,2048,1.1111111640930176,27,0.0146484375
Procgen:Leaper,{},128,0.003,32,2,0.99,0.1,512,1.6666666269302368,24,0.01953125
Procgen:Leaper,{},128,0.003,8,2,0.99,0.1,2048,1.6129032373428345,31,0.0244140625
Procgen:Leaper,{},128,0.003,8,2,0.99,0.1,512,3.2142856121063232,28,0.0439453125
FloorIsLava,{},128,0.003,128,2,0.99,0.1,2048,1,2048,1
FloorIsLava,{},128,0.003,128,2,0.99,0.1,512,0.12646484375,2048,0.12646484375
FloorIsLava,{},128,0.003,32,2,0.99,0.1,2048,1,2048,1
FloorIsLava,{},128,0.003,32,2,0.99,0.1,512,1,2048,1
FloorIsLava,{},128,0.003,8,2,0.99,0.1,2048,1,2048,1
FloorIsLava,{},128,0.003,8,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,128,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,128,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,32,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,32,2,0.99,0.1,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,8,2,0.99,0.1,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,8,2,0.99,0.1,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.003,128,2,0.99,0.1,2048,0.9905078411102296,128,0.061906762421131134
CherryPick,"{""num_cherries"": 32}",128,0.003,128,2,0.99,0.1,512,0.9892029762268066,128,0.06182517856359482
CherryPick,"{""num_cherries"": 32}",128,0.003,32,2,0.99,0.1,2048,0.985978066921234,128,0.061623647809028625
CherryPick,"{""num_cherries"": 32}",128,0.003,32,2,0.99,0.1,512,0.9947322607040404,128,0.06217080354690552
CherryPick,"{""num_cherries"": 32}",128,0.003,8,2,0.99,0.1,512,0.9811471104621888,128,0.0613216906785965
CherryPick,"{""num_cherries"": 32}",128,0.003,8,2,0.99,0.1,2048,0.9887105226516724,128,0.06179437413811684
Procgen:BossFight,{},128,0.003,128,2,0.99,0.1,2048,0.09677419066429138,31,0.0009765625
Procgen:BossFight,{},128,0.003,128,2,0.99,0.1,512,0.4000000059604645,30,0.00537109375
Procgen:BossFight,{},128,0.003,32,2,0.99,0.1,2048,0.4615384638309479,39,0.00732421875
Procgen:BossFight,{},128,0.003,32,2,0.99,0.1,512,0,29,0.00048828125
Procgen:BossFight,{},128,0.003,8,2,0.99,0.1,2048,0.032258063554763794,31,0
Procgen:BossFight,{},128,0.003,8,2,0.99,0.1,512,0.07894736528396606,38,0.001953125
Procgen:BigFish,{},128,0.003,128,2,0.99,0.1,2048,0.05000000074505806,20,0.00146484375
Procgen:BigFish,{},128,0.003,128,2,0.99,0.1,512,0.1818181872367859,22,0.00048828125
Procgen:BigFish,{},128,0.003,32,2,0.99,0.1,2048,0.25,20,0.00146484375
Procgen:BigFish,{},128,0.003,32,2,0.99,0.1,512,0.23999999463558197,25,0.00146484375
Procgen:BigFish,{},128,0.003,8,2,0.99,0.1,2048,0.15000000596046448,20,0.00146484375
Procgen:BigFish,{},128,0.003,8,2,0.99,0.1,512,0.27272728085517883,22,0.00244140625
Xor,{},128,0.003,128,2,0.99,0.3,2048,0.501953125,2048,0.501953125
Xor,{},128,0.003,128,2,0.99,0.3,512,0.509765625,2048,0.509765625
Xor,{},128,0.003,32,2,0.99,0.3,2048,0.76025390625,2048,0.76025390625
Xor,{},128,0.003,32,2,0.99,0.3,512,1,2048,1
Xor,{},128,0.003,8,2,0.99,0.3,2048,0.86328125,2048,0.86328125
Xor,{},128,0.003,8,2,0.99,0.3,512,1,2048,1
Procgen:StarPilot,{},128,0.003,128,2,0.99,0.3,2048,1.7333333492279053,30,0.0146484375
Procgen:StarPilot,{},128,0.003,128,2,0.99,0.3,512,2.200000047683716,20,0.02197265625
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.3,2048,1.9047619104385376,21,0.02587890625
Procgen:StarPilot,{},128,0.003,32,2,0.99,0.3,512,1.590909123420715,22,0.01708984375
Procgen:StarPilot,{},128,0.003,8,2,0.99,0.3,2048,1.8125,32,0.02783203125
Procgen:StarPilot,{},128,0.003,8,2,0.99,0.3,512,0.6363636255264282,22,0.01611328125
RockPaperScissors,{},128,0.003,128,2,0.99,0.3,2048,0.9892578125,2048,0.9892578125
RockPaperScissors,{},128,0.003,128,2,0.99,0.3,512,1.017578125,2048,1.017578125
RockPaperScissors,{},128,0.003,32,2,0.99,0.3,2048,1.005859375,2048,1.005859375
RockPaperScissors,{},128,0.003,32,2,0.99,0.3,512,1.048828125,2048,1.048828125
RockPaperScissors,{},128,0.003,8,2,0.99,0.3,2048,1.0068359375,2048,1.0068359375
RockPaperScissors,{},128,0.003,8,2,0.99,0.3,512,0.986328125,2048,0.986328125
Procgen:Plunder,{},128,0.003,128,2,0.99,0.3,2048,3.25,16,0.01416015625
Procgen:Plunder,{},128,0.003,128,2,0.99,0.3,512,2.3333332538604736,6,0.00830078125
Procgen:Plunder,{},128,0.003,32,2,0.99,0.3,2048,2.8888888359069824,9,0.01513671875
Procgen:Plunder,{},128,0.003,32,2,0.99,0.3,512,4,5,0.00927734375
Procgen:Plunder,{},128,0.003,8,2,0.99,0.3,2048,3.6666667461395264,3,0.01318359375
Procgen:Plunder,{},128,0.003,8,2,0.99,0.3,512,4.5714287757873535,14,0.01318359375
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,128,2,0.99,0.3,2048,0.9991371035575868,338,0.1648966521024704
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,128,2,0.99,0.3,512,0.9957736134529114,329,0.15996558964252472
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.3,2048,0.9013517498970032,374,0.16460230946540833
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,32,2,0.99,0.3,512,0.9989641904830932,331,0.16145367920398712
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,8,2,0.99,0.3,2048,0.909881055355072,351,0.15594153106212616
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.003,8,2,0.99,0.3,512,0.9048488736152648,367,0.16214820742607117
NotHotdog,{},128,0.003,128,2,0.99,0.3,2048,0.50390625,2048,0.50390625
NotHotdog,{},128,0.003,128,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.003,32,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.003,32,2,0.99,0.3,512,1,2048,1
NotHotdog,{},128,0.003,8,2,0.99,0.3,2048,1,2048,1
NotHotdog,{},128,0.003,8,2,0.99,0.3,512,1,2048,1
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.3,2048,0.12068966031074524,58,0.0036132812965661287
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.3,512,0.1459677517414093,62,0.004833984654396772
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.3,2048,0.20000000298023224,39,0.003808594075962901
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.3,512,0.16509434580802915,53,0.0039306641556322575
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.3,2048,0.11770833283662796,48,0.003491210751235485
MultiSnake,"{""num_snakes"": 2, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.3,512,0.2770833671092987,24,0.00341796875
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.3,2048,0.9086957573890686,23,0.008544920943677425
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,128,2,0.99,0.3,512,0.8166667222976685,18,0.007128905970603228
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.3,2048,0.9235295057296752,17,0.006542969029396772
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,32,2,0.99,0.3,512,0.9250000715255736,12,0.00800781324505806
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.3,2048,0.876470685005188,17,0.005371094215661287
MultiSnake,"{""num_snakes"": 1, ""max_snake_length"": 11}",128,0.003,8,2,0.99,0.3,512,0.8100000619888306,20,0.006591796409338713
MultiArmedBandit,{},128,0.003,128,2,0.99,0.3,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,128,2,0.99,0.3,512,1,128,0.03125
MultiArmedBandit,{},128,0.003,32,2,0.99,0.3,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,8,2,0.99,0.3,2048,1,128,0.03125
MultiArmedBandit,{},128,0.003,32,2,0.99,0.3,512,1,128,0.03125
MultiArmedBandit,{},128,0.003,8,2,0.99,0.3,512,0.996826171875,128,0.0311126708984375
MoveToOrigin,{},128,0.003,128,2,0.99,0.3,2048,0.9336323142051696,128,0.01311219297349453
MoveToOrigin,{},128,0.003,128,2,0.99,0.3,512,0.935545802116394,128,0.011458979919552805
MoveToOrigin,{},128,0.003,32,2,0.99,0.3,2048,0.8414520621299744,128,0.013088838197290896
MoveToOrigin,{},128,0.003,32,2,0.99,0.3,512,0.934345006942749,128,0.017317432910203934
MoveToOrigin,{},128,0.003,8,2,0.99,0.3,2048,0.8827588558197021,128,0.020838433876633644
MoveToOrigin,{},128,0.003,8,2,0.99,0.3,512,0.9272401928901672,128,0.01801382564008236
Minefield,"{""max_mines"": 10}",128,0.003,128,2,0.99,0.3,2048,0.1111111119389534,9,0.00048828125
Minefield,"{""max_mines"": 10}",128,0.003,128,2,0.99,0.3,512,0.8787878751754761,33,0.01416015625
Minefield,"{""max_mines"": 10}",128,0.003,32,2,0.99,0.3,2048,0.7083333134651184,24,0.00830078125
Minefield,"{""max_mines"": 10}",128,0.003,32,2,0.99,0.3,512,1,38,0.0185546875
Minefield,"{""max_mines"": 10}",128,0.003,8,2,0.99,0.3,2048,0,10,0
Minefield,"{""max_mines"": 10}",128,0.003,8,2,0.99,0.3,512,0,9,0
Procgen:Leaper,{},128,0.003,128,2,0.99,0.3,2048,0.800000011920929,25,0.009765625
Procgen:Leaper,{},128,0.003,128,2,0.99,0.3,512,0.5,20,0.0048828125
Procgen:Leaper,{},128,0.003,32,2,0.99,0.3,2048,0.7407407164573669,27,0.009765625
Procgen:Leaper,{},128,0.003,32,2,0.99,0.3,512,1.25,16,0.009765625
Procgen:Leaper,{},128,0.003,8,2,0.99,0.3,2048,1.875,16,0.0146484375
Procgen:Leaper,{},128,0.003,8,2,0.99,0.3,512,1.2000000476837158,25,0.0146484375
FloorIsLava,{},128,0.003,128,2,0.99,0.3,2048,0.74609375,2048,0.74609375
FloorIsLava,{},128,0.003,128,2,0.99,0.3,512,1,2048,1
FloorIsLava,{},128,0.003,32,2,0.99,0.3,2048,1,2048,1
FloorIsLava,{},128,0.003,32,2,0.99,0.3,512,1,2048,1
FloorIsLava,{},128,0.003,8,2,0.99,0.3,2048,1,2048,1
FloorIsLava,{},128,0.003,8,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,128,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,128,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,32,2,0.99,0.3,2048,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,32,2,0.99,0.3,512,1,2048,1
Count,"{""masked_choices"": 2}",128,0.003,8,2,0.99,0.3,2048,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.003,128,2,0.99,0.3,2048,0.9294735193252563,128,0.05809210613369942
Count,"{""masked_choices"": 2}",128,0.003,8,2,0.99,0.3,512,1,2048,1
CherryPick,"{""num_cherries"": 32}",128,0.003,128,2,0.99,0.3,512,0.9355885982513428,128,0.058474309742450714
CherryPick,"{""num_cherries"": 32}",128,0.003,32,2,0.99,0.3,512,0.9332821369171144,128,0.05833013355731964
CherryPick,"{""num_cherries"": 32}",128,0.003,32,2,0.99,0.3,2048,0.9448375105857848,128,0.059052351862192154
CherryPick,"{""num_cherries"": 32}",128,0.003,8,2,0.99,0.3,2048,0.8768727779388428,128,0.05480455234646797
CherryPick,"{""num_cherries"": 32}",128,0.003,8,2,0.99,0.3,512,0.8861467838287354,128,0.055384162813425064
Procgen:BossFight,{},128,0.003,128,2,0.99,0.3,2048,0.3235294222831726,34,0.00634765625
Procgen:BossFight,{},128,0.003,128,2,0.99,0.3,512,0,38,0
Procgen:BossFight,{},128,0.003,32,2,0.99,0.3,2048,0.03448275849223137,29,0.00146484375
Procgen:BossFight,{},128,0.003,32,2,0.99,0.3,512,0.02631578966975212,38,0
Procgen:BossFight,{},128,0.003,8,2,0.99,0.3,2048,0.3076923191547394,39,0.00537109375
Procgen:BossFight,{},128,0.003,8,2,0.99,0.3,512,0.32499998807907104,40,0.00537109375
Procgen:BigFish,{},128,0.003,128,2,0.99,0.3,512,0.3636363744735718,22,0.00244140625
Procgen:BigFish,{},128,0.003,128,2,0.99,0.3,2048,0.2222222238779068,18,0.0009765625
Procgen:BigFish,{},128,0.003,32,2,0.99,0.3,2048,0.1111111119389534,18,0.00048828125
Procgen:BigFish,{},128,0.003,32,2,0.99,0.3,512,0.3181818127632141,22,0.00390625
Procgen:BigFish,{},128,0.003,8,2,0.99,0.3,2048,0.13636364042758942,22,0.00146484375
Procgen:BigFish,{},128,0.003,8,2,0.99,0.3,512,0.0833333358168602,12,0.00146484375
Xor,{},128,0.01,128,2,0.99,0.03,2048,0.50634765625,2048,0.50634765625
Xor,{},128,0.01,128,2,0.99,0.03,512,0.37939453125,2048,0.37939453125
Xor,{},128,0.01,32,2,0.99,0.03,2048,1,2048,1
Xor,{},128,0.01,32,2,0.99,0.03,512,0.630859375,2048,0.630859375
Xor,{},128,0.01,8,2,0.99,0.03,2048,0.869140625,2048,0.869140625
Xor,{},128,0.01,8,2,0.99,0.03,512,0.529296875,2048,0.529296875
Procgen:StarPilot,{},128,0.01,128,2,0.99,0.03,2048,1.4166666269302368,24,0.01025390625
Procgen:StarPilot,{},128,0.01,128,2,0.99,0.03,512,0,30,0
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.03,2048,2.882352828979492,17,0.0419921875
Procgen:StarPilot,{},128,0.01,32,2,0.99,0.03,512,3.066666603088379,15,0.0341796875
Procgen:StarPilot,{},128,0.01,8,2,0.99,0.03,2048,3.5333333015441895,15,0.03173828125
Procgen:StarPilot,{},128,0.01,8,2,0.99,0.03,512,3.190476179122925,21,0.03076171875
RockPaperScissors,{},128,0.01,128,2,0.99,0.03,2048,0.9833984375,2048,0.9833984375
RockPaperScissors,{},128,0.01,128,2,0.99,0.03,512,0.390625,2048,0.390625
RockPaperScissors,{},128,0.01,32,2,0.99,0.03,2048,1.138671875,2048,1.138671875
RockPaperScissors,{},128,0.01,32,2,0.99,0.03,512,1.0107421875,2048,1.0107421875
RockPaperScissors,{},128,0.01,8,2,0.99,0.03,2048,1.134765625,2048,1.134765625
RockPaperScissors,{},128,0.01,8,2,0.99,0.03,512,1.095703125,2048,1.095703125
Procgen:Plunder,{},128,0.01,128,2,0.99,0.03,2048,2.3333332538604736,12,0.0126953125
Procgen:Plunder,{},128,0.01,128,2,0.99,0.03,512,0,0,0
Procgen:Plunder,{},128,0.01,32,2,0.99,0.03,2048,5.199999809265137,5,0.01806640625
Procgen:Plunder,{},128,0.01,32,2,0.99,0.03,512,3.5,6,0.0126953125
Procgen:Plunder,{},128,0.01,8,2,0.99,0.03,2048,1.75,8,0.00830078125
Procgen:Plunder,{},128,0.01,8,2,0.99,0.03,512,1.4444444179534912,9,0.009765625
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,128,2,0.99,0.03,2048,0.6068962812423706,512,0.15172407031059265
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,128,2,0.99,0.03,512,0.6462689638137817,494,0.1558871567249298
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.03,2048,0.8320825695991516,405,0.16454757750034332
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,32,2,0.99,0.03,512,0.6375407576560974,489,0.1522253006696701
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,8,2,0.99,0.03,2048,0.6648276448249817,499,0.1619867980480194
PickMatchingBalls,"{""max_balls"": 32, ""one_hot"": true, ""randomize"": true}",128,0.01,8,2,0.99,0.03,512,0.8472176790237427,382,0.15802596509456637
NotHotdog,{},128,0.01,128,2,0.99,0.03,2048,0.50537109375,2048,0.50537109375
NotHotdog,{},128,0.01,128,2,0.99,0.03,512,0.486328125,2048,0.486328125
NotHotdog,{},128,0.01,32,2,0.99,0.03,2048,0.50830078125,2048,0.50830078125
